AirportFrom,AirportTo,route_flight_cnt_train,route_delay_rate_train
EGE,LAX,12,0.5833333333333334
HSV,IAH,53,0.18867924528301888
GSO,ATL,247,0.32388663967611336
IAH,CAE,48,0.4375
MIA,IND,47,0.46808510638297873
BGM,DTW,62,0.41935483870967744
MSP,DLH,80,0.425
TVC,ORD,87,0.3448275862068966
ORD,RST,49,0.20408163265306123
PWM,ORD,37,0.4864864864864865
LAX,EWR,199,0.678391959798995
PDX,ORD,128,0.328125
OMA,MDW,115,0.5826086956521739
MCO,IAH,151,0.6291390728476821
DFW,SNA,260,0.46153846153846156
ONT,MDW,25,0.92
SFO,MDW,71,0.704225352112676
ORF,TPA,22,0.5
JFK,PWM,67,0.40298507462686567
ORD,BOI,49,0.7142857142857143
IAH,EGE,15,1.0
STT,PHL,16,0.4375
ATL,PWM,27,0.1111111111111111
CLE,RSW,39,0.2564102564102564
DCA,CLE,67,0.16417910447761194
EWR,CVG,184,0.42934782608695654
MSY,CLE,21,0.2857142857142857
LIT,CLT,31,0.22580645161290322
DFW,GPT,78,0.38461538461538464
RDU,CLE,3,0.0
ICT,MSP,46,0.2608695652173913
MQT,DTW,3,0.3333333333333333
BDL,JFK,25,0.32
FAR,SLC,43,0.3953488372093023
ROA,IAD,54,0.3148148148148148
SFO,PSC,52,0.5769230769230769
IAD,SYR,60,0.3
MCO,SJU,195,0.5641025641025641
PHL,BOS,430,0.34186046511627904
MCO,ATL,607,0.30807248764415157
SEA,BOI,47,0.6595744680851063
BHM,BWI,70,0.6714285714285714
ONT,SJC,118,0.635593220338983
SAN,DTW,34,0.2647058823529412
JAX,HOU,27,0.8888888888888888
SAN,STL,26,0.6538461538461539
MSY,IAD,59,0.13559322033898305
MKE,LAX,50,0.32
DTW,DFW,161,0.37267080745341613
DCA,JAX,130,0.33076923076923076
MTJ,IAH,14,0.5714285714285714
DTW,PVD,81,0.48148148148148145
ORD,LAN,88,0.4431818181818182
CVG,EVV,34,0.47058823529411764
DAL,HOU,558,0.6935483870967742
SJC,AUS,92,0.4673913043478261
DEN,IAD,245,0.47346938775510206
MSY,DAL,164,0.6951219512195121
BOI,SEA,47,0.723404255319149
STL,SDF,48,0.7291666666666666
JFK,STT,29,0.3103448275862069
BOS,AUS,24,0.5416666666666666
LGA,MEM,67,0.34328358208955223
MSP,PSP,2,0.5
STT,EWR,21,0.5238095238095238
EWR,GSO,79,0.4050632911392405
CMH,MSP,67,0.2537313432835821
XNA,IAH,70,0.3
GRK,IAH,23,0.08695652173913043
MAF,DFW,77,0.3246753246753247
MSP,BIS,119,0.4369747899159664
LAX,SAN,750,0.408
MEM,MKE,71,0.2676056338028169
MSP,CID,52,0.40384615384615385
MSP,MBS,22,0.36363636363636365
DTW,RIC,96,0.3854166666666667
DEN,MFR,24,0.5416666666666666
GRR,DCA,20,0.4
OGG,LAS,5,0.2
OAK,HNL,19,0.10526315789473684
OMA,PHX,113,0.2831858407079646
SFO,DTW,71,0.4084507042253521
ABQ,MDW,52,0.5576923076923077
SFO,MSP,143,0.5734265734265734
TPA,ALB,29,0.6206896551724138
FLL,CLE,33,0.3333333333333333
MDW,AUS,51,0.7058823529411765
DSM,ORD,225,0.3022222222222222
DFW,SJU,45,0.8222222222222222
LAS,PDX,167,0.5449101796407185
RDU,DFW,126,0.4523809523809524
MCO,AVL,12,0.08333333333333333
CLE,TPA,48,0.3958333333333333
ATL,SAN,134,0.47761194029850745
MEM,BOS,43,0.13953488372093023
CLE,MSY,23,0.21739130434782608
CHA,DFW,25,0.4
GSO,MIA,50,0.24
DTW,FNT,70,0.5714285714285714
MEM,IND,75,0.28
CVG,MKE,80,0.425
BNA,ORD,256,0.34765625
OMA,SLC,67,0.31343283582089554
EUG,DEN,42,0.3333333333333333
ORD,AVL,52,0.5769230769230769
MSY,MCO,113,0.584070796460177
OGG,LAX,176,0.2784090909090909
SFO,LAX,850,0.5258823529411765
LAX,SJC,438,0.5068493150684932
OTZ,OME,48,0.5625
SAN,CLT,41,0.5121951219512195
LAS,CLE,90,0.6
RSW,BOS,133,0.46616541353383456
LGB,BOS,16,0.6875
PDX,PSP,22,0.3181818181818182
LGA,CLE,135,0.3111111111111111
SAN,SLC,108,0.5
MEM,CLT,161,0.30434782608695654
TPA,MEM,48,0.1875
ATL,GPT,127,0.3779527559055118
OMA,IAH,145,0.5172413793103449
EWR,EGE,12,0.6666666666666666
DTW,HNL,4,1.0
MEM,LIT,77,0.35064935064935066
DFW,MOB,73,0.3698630136986301
CHS,DFW,73,0.2191780821917808
IND,MEM,81,0.20987654320987653
CVG,SDF,50,0.34
BTV,DTW,57,0.5964912280701754
MQT,ORD,22,0.22727272727272727
TYS,CVG,46,0.2608695652173913
ATL,CHO,66,0.3787878787878788
ATW,ATL,27,0.5185185185185185
ATL,LFT,68,0.36764705882352944
SMX,LAX,98,0.29591836734693877
HSV,DEN,55,0.34545454545454546
SLC,RKS,51,0.6470588235294118
DCA,IAH,182,0.532967032967033
RIC,ORD,147,0.2789115646258503
ORD,MCI,294,0.46598639455782315
DEN,EGE,81,0.48148148148148145
IAD,MSY,38,0.2631578947368421
MEM,ATL,331,0.41389728096676737
ABQ,ELP,47,0.5957446808510638
ORD,SJC,47,0.574468085106383
OGG,SJC,10,0.5
IAD,STT,10,0.3
LGB,SFO,94,0.46808510638297873
CVG,SEA,21,0.6190476190476191
BHM,IAH,155,0.3096774193548387
SAV,EWR,54,0.42592592592592593
LAX,SBA,311,0.3890675241157556
CMH,CVG,26,0.38461538461538464
MEM,LFT,42,0.23809523809523808
PDX,RDM,68,0.4411764705882353
DEN,CPR,96,0.4166666666666667
ORD,MBS,74,0.40540540540540543
MFR,PDX,71,0.29577464788732394
MAF,DAL,124,0.3790322580645161
ORD,MSY,119,0.4117647058823529
SMF,HNL,26,0.15384615384615385
ECP,HOU,50,0.4
ATL,BWI,430,0.3558139534883721
RSW,JFK,138,0.32608695652173914
SAT,DEN,122,0.4426229508196721
MDW,SAN,97,0.865979381443299
BOI,DEN,172,0.4883720930232558
OKC,PHX,43,0.6511627906976745
TPA,PHX,88,0.42045454545454547
PHL,SLC,45,0.37777777777777777
IND,SRQ,23,0.43478260869565216
EWR,SYR,10,0.7
MIA,JAX,47,0.40425531914893614
CVG,GRR,56,0.3392857142857143
ATL,MLU,67,0.40298507462686567
DEN,GRR,3,0.6666666666666666
ORD,SEA,294,0.5034013605442177
PHX,HOU,86,0.7558139534883721
ELP,SAT,54,0.6296296296296297
SAN,ABQ,52,0.9038461538461539
DEN,HOU,166,0.5963855421686747
IAD,SMF,28,0.39285714285714285
GEG,BOI,70,0.5428571428571428
SAN,MCI,45,0.6
SNA,SEA,193,0.16580310880829016
JAX,EWR,92,0.30434782608695654
MIA,RDU,85,0.4
SEA,CVG,22,0.45454545454545453
FLL,SJU,62,0.6612903225806451
CLE,SDF,39,0.28205128205128205
ROW,DFW,67,0.3582089552238806
SRQ,DTW,8,0.75
FSD,DTW,22,0.36363636363636365
STL,CVG,68,0.20588235294117646
JFK,STL,51,0.47058823529411764
LGA,GRR,8,0.5
TPA,CMH,44,0.75
OAK,PHX,249,0.5662650602409639
DEN,DSM,83,0.30120481927710846
IAH,DTW,116,0.5172413793103449
LAS,OMA,57,0.8070175438596491
STL,ATL,271,0.4944649446494465
JAX,DCA,140,0.21428571428571427
BOS,CLE,70,0.45714285714285713
RDU,MSP,16,0.25
DRO,PHX,59,0.1864406779661017
FWA,DTW,99,0.32323232323232326
RDU,BDL,30,0.6333333333333333
CMH,LGA,127,0.25984251968503935
RKS,DEN,53,0.33962264150943394
SLC,SGU,153,0.5228758169934641
HNL,GUM,10,0.5
PHX,HNL,77,0.3246753246753247
FAI,SCC,22,0.22727272727272727
TPA,AUS,26,0.6538461538461539
CLT,DFW,334,0.36826347305389223
MIA,DFW,252,0.503968253968254
SEA,DFW,240,0.4166666666666667
ECP,ATL,190,0.28421052631578947
TUS,MSP,22,0.6363636363636364
DFW,CRP,192,0.359375
MEM,PIT,68,0.3235294117647059
SBN,MSP,27,0.4444444444444444
JFK,BWI,29,0.3103448275862069
CVG,PIT,56,0.4107142857142857
SLC,MCI,59,0.8305084745762712
BIS,SLC,24,0.2916666666666667
ORD,CHS,67,0.5373134328358209
BFL,SFO,64,0.53125
DEN,PHX,556,0.5017985611510791
TPA,PBI,87,0.5862068965517241
SMF,DEN,223,0.47085201793721976
ATL,MDW,316,0.4240506329113924
EWR,MIA,187,0.5401069518716578
LAS,SAT,96,0.7708333333333334
HOU,PHX,89,0.7191011235955056
DEN,BZN,105,0.4666666666666667
MCO,SLC,46,0.34782608695652173
LGA,MCO,181,0.48066298342541436
MCO,HPN,123,0.3170731707317073
CLT,ILM,117,0.3418803418803419
ATL,ELP,69,0.5217391304347826
MEM,PHX,97,0.3711340206185567
CRW,MCO,11,0.6363636363636364
MHT,EWR,87,0.2413793103448276
IAH,XNA,73,0.3424657534246575
CLE,MKE,74,0.3108108108108108
TYS,ATL,218,0.3394495412844037
LAX,FAT,268,0.4216417910447761
CSG,ATL,92,0.29347826086956524
TYS,DEN,21,0.3333333333333333
BUR,DEN,53,0.4716981132075472
DEN,XNA,45,0.4
PWM,IAD,70,0.37142857142857144
HNL,SJC,21,0.47619047619047616
CMH,PHX,62,0.43548387096774194
MKE,LGA,181,0.46408839779005523
IAH,MCO,160,0.83125
SFO,PSP,152,0.5197368421052632
DEN,MSY,121,0.48760330578512395
LAS,PIT,52,0.9423076923076923
MSY,BWI,68,0.4264705882352941
HPN,FLL,81,0.43209876543209874
DFW,DAY,71,0.38028169014084506
OAK,BOI,49,0.8571428571428571
CLT,LAX,91,0.4725274725274725
CLT,MSY,93,0.3225806451612903
MSP,PHL,106,0.36792452830188677
CVG,IAH,163,0.36809815950920244
ORD,SYR,144,0.4444444444444444
MSP,AZO,24,0.20833333333333334
DCA,CVG,81,0.3333333333333333
AEX,ATL,105,0.2761904761904762
SAT,SFO,22,0.36363636363636365
CVG,CMH,14,0.21428571428571427
GEG,ORD,3,0.3333333333333333
SAN,OAK,270,0.7222222222222222
ELP,LAX,107,0.514018691588785
FLL,JAX,127,0.5748031496062992
BNA,BHM,44,0.8636363636363636
MKE,MCO,169,0.40828402366863903
DTW,RSW,104,0.5
MDW,SFO,71,0.8591549295774648
BNA,STL,48,0.6875
SJC,MDW,25,0.8
TUL,ORD,152,0.3618421052631579
STL,SFO,25,0.44
ROC,BWI,53,0.20754716981132076
PIT,ATL,301,0.4418604651162791
MSP,ANC,27,0.7037037037037037
ATL,ONT,23,0.8260869565217391
HDN,EWR,2,0.5
BZN,MSP,23,0.08695652173913043
MSP,BZN,23,0.782608695652174
ORD,XNA,192,0.4166666666666667
ICT,MEM,49,0.42857142857142855
ATL,GRK,52,0.5576923076923077
ATL,OAJ,103,0.4368932038834951
HOU,HRL,145,0.8413793103448276
MDW,FLL,98,0.7653061224489796
ABQ,PHX,333,0.4264264264264264
DEN,OKC,182,0.532967032967033
JFK,MCO,406,0.47783251231527096
MSP,ATL,371,0.49595687331536387
SDF,DEN,28,0.6785714285714286
CLT,RDU,206,0.4029126213592233
FLL,RDU,50,0.66
ATL,STX,2,0.5
STL,ABQ,27,0.8518518518518519
ILM,CLT,120,0.18333333333333332
JFK,RDU,225,0.36444444444444446
JFK,MSP,71,0.4225352112676056
DFW,CVG,164,0.3902439024390244
IND,DCA,70,0.08571428571428572
STL,MEM,64,0.375
SLC,SJC,79,0.4177215189873418
ILM,ATL,123,0.3089430894308943
GSP,IAD,39,0.41025641025641024
EVV,CVG,38,0.15789473684210525
ABQ,SFO,24,0.125
DCA,SEA,48,0.2916666666666667
JFK,FLL,355,0.5126760563380282
HOU,DAL,565,0.6513274336283186
BWI,ECP,47,0.7021276595744681
DEN,BOS,185,0.4
AUS,DAL,262,0.5954198473282443
KTN,SIT,24,0.3333333333333333
JAX,PHL,94,0.40425531914893614
SFO,PHL,138,0.427536231884058
SFO,CLE,38,0.8421052631578947
ATL,BNA,214,0.45794392523364486
BNA,PHX,52,0.8076923076923077
CLE,FLL,40,0.55
ORF,CLT,90,0.18888888888888888
LGA,PHL,29,0.06896551724137931
LAX,DTW,143,0.5874125874125874
JFK,DTW,60,0.5833333333333334
MEM,DAL,67,0.3582089552238806
CVG,MCI,53,0.41509433962264153
SLC,BUR,74,0.3108108108108108
CEC,SFO,48,0.5208333333333334
DEN,ELP,67,0.4925373134328358
ROC,IAD,91,0.4725274725274725
GCC,SLC,26,0.23076923076923078
BOS,PDX,23,0.34782608695652173
DCA,MKE,156,0.2948717948717949
TPA,MHT,41,0.6341463414634146
TPA,IAD,74,0.20270270270270271
MLB,ATL,112,0.3125
LGA,STL,102,0.28431372549019607
BUF,EWR,11,0.45454545454545453
PSP,PHX,117,0.2222222222222222
MIA,PNS,47,0.2553191489361702
DLH,DTW,47,0.3617021276595745
DCA,BNA,108,0.1388888888888889
MSP,IAD,11,0.7272727272727273
LAX,HOU,98,0.8877551020408163
LAS,IAD,56,0.125
JNU,ANC,75,0.36
JFK,SLC,126,0.46825396825396826
SAN,IAH,155,0.632258064516129
ONT,SMF,184,0.6902173913043478
LAS,MKE,155,0.4258064516129032
AUS,HRL,24,0.20833333333333334
BUF,ATL,196,0.42346938775510207
DFW,FLL,149,0.4899328859060403
SLC,PDX,189,0.6613756613756614
TPA,DCA,163,0.1411042944785276
IND,EWR,131,0.5648854961832062
DFW,CHS,70,0.2714285714285714
EVV,DFW,48,0.3958333333333333
LAX,MRY,143,0.27972027972027974
CVG,PHL,70,0.22857142857142856
EWN,ATL,59,0.2033898305084746
BHM,ORD,49,0.24489795918367346
RAP,DEN,143,0.23076923076923078
DEN,FAR,92,0.41304347826086957
SFO,PHX,324,0.4845679012345679
SEA,ONT,69,0.4492753623188406
PBI,TPA,89,0.449438202247191
TUS,DFW,164,0.17682926829268292
MSP,BUF,12,0.5
DEN,GUC,38,0.3684210526315789
IAH,HNL,39,0.8717948717948718
MIA,DEN,67,0.5373134328358209
PVD,PHL,172,0.2616279069767442
PHL,MDW,137,0.7591240875912408
SEA,KTN,71,0.38028169014084506
JNU,SEA,51,0.43137254901960786
MSP,DEN,408,0.5122549019607843
HNL,KOA,526,0.2965779467680608
BOS,MDW,117,0.452991452991453
MDW,RDU,78,0.8717948717948718
IAD,OAK,23,0.6086956521739131
IAH,PIT,115,0.40869565217391307
TUS,MDW,26,0.5
SMF,MDW,24,0.875
CLT,ORF,93,0.3010752688172043
DCA,PHL,30,0.3333333333333333
OKC,ATL,131,0.5038167938931297
DTW,PIT,105,0.5142857142857142
DTW,OMA,94,0.46808510638297873
ORD,MEM,241,0.5435684647302904
SLC,MEM,53,0.7735849056603774
MSP,LSE,60,0.35
MLI,MEM,23,0.17391304347826086
CVG,SYR,29,0.41379310344827586
ATL,TRI,170,0.36470588235294116
LNK,ORD,73,0.410958904109589
PIA,DEN,25,0.12
LAS,ELP,78,0.8205128205128205
BDL,MCO,162,0.5185185185185185
ECP,MCO,54,0.3333333333333333
BWI,LAX,52,0.5576923076923077
SFO,EWR,203,0.541871921182266
OGG,HNL,781,0.22407170294494239
GEG,PDX,53,0.6226415094339622
PHX,STL,153,0.42483660130718953
CLT,SAN,44,0.5
PHX,MCI,146,0.4863013698630137
LGA,DEN,142,0.49295774647887325
EWR,SJU,53,0.7169811320754716
SYR,PHL,23,0.21739130434782608
TUL,ATL,122,0.5245901639344263
ROC,MCO,27,0.37037037037037035
IAH,RSW,76,0.4868421052631579
MEM,TPA,46,0.5434782608695652
EWR,RIC,107,0.5700934579439252
GSP,DFW,96,0.2708333333333333
AUS,MEM,45,0.4222222222222222
OAJ,ATL,103,0.4174757281553398
BZN,SFO,12,0.5
SLC,GCC,28,0.6071428571428571
OGG,KOA,52,0.3269230769230769
LAX,ORD,480,0.40208333333333335
TPA,PIT,80,0.5625
LAS,DCA,23,0.391304347826087
ANC,PDX,40,0.35
RNO,LAS,238,0.7058823529411765
MKE,RSW,78,0.28205128205128205
DTW,PHX,209,0.507177033492823
ATL,FNT,163,0.4539877300613497
OKC,HOU,79,0.5443037974683544
FLL,STL,24,0.625
SNA,MDW,23,0.9130434782608695
MCO,DCA,276,0.35507246376811596
JFK,PSE,29,0.3103448275862069
RIC,MCO,52,0.34615384615384615
ROC,TPA,23,0.043478260869565216
ORD,TUS,47,0.5319148936170213
OGG,OAK,24,0.125
IAD,MCO,209,0.32057416267942584
JNU,SIT,40,0.35
ONT,DEN,130,0.2692307692307692
ORD,MDT,106,0.39622641509433965
MSP,CLT,110,0.4090909090909091
MCO,LGA,184,0.3695652173913043
DFW,CMH,108,0.4074074074074074
JFK,AUS,100,0.51
DTW,RDU,79,0.46835443037974683
LAS,RDU,24,0.9166666666666666
LAX,MEM,64,0.46875
HNL,ATL,22,0.36363636363636365
CVG,CLT,154,0.24675324675324675
TLH,MEM,26,0.38461538461538464
ATL,SBN,48,0.2708333333333333
DSM,MSP,71,0.6056338028169014
CAK,ORD,60,0.3
COS,IAD,26,0.2692307692307692
DFW,HNL,53,0.6226415094339622
IAH,EWR,273,0.7106227106227107
LAX,PHL,160,0.44375
STL,DTW,144,0.5694444444444444
AUS,LAX,106,0.46226415094339623
MCO,MSY,109,0.6972477064220184
SEA,SNA,190,0.21052631578947367
DFW,SJC,132,0.4772727272727273
HPN,TPA,27,0.18518518518518517
MDT,ORD,96,0.3333333333333333
ATL,ICT,194,0.37628865979381443
LBB,ABQ,21,0.38095238095238093
EWR,BUF,10,0.4
IAH,BNA,155,0.41935483870967744
PHX,FAT,112,0.21428571428571427
BUF,DTW,122,0.4344262295081967
MEM,MOB,70,0.2714285714285714
MEM,MLU,47,0.23404255319148937
IAD,LGA,95,0.3368421052631579
GEG,SFO,48,0.4375
MTJ,ORD,14,0.7142857142857143
HNL,SEA,109,0.5321100917431193
LAX,LAS,749,0.527369826435247
ORD,JAX,144,0.3194444444444444
ORD,LAS,226,0.42920353982300885
SAN,PHX,408,0.5367647058823529
BWI,STL,112,0.7678571428571429
RSW,MDW,113,0.3893805309734513
MCO,BHM,52,0.5384615384615384
DFW,ELP,189,0.41798941798941797
MSY,MDW,33,0.6363636363636364
MDW,TUS,26,0.8461538461538461
MCO,MSP,139,0.30935251798561153
RSW,IND,65,0.1076923076923077
BOS,SRQ,27,0.5185185185185185
RSW,MSP,58,0.3103448275862069
RSW,LGA,54,0.2777777777777778
CLT,RSW,136,0.47058823529411764
RIC,IAH,66,0.5
MSP,RAP,97,0.5360824742268041
FSD,DFW,37,0.3783783783783784
PHX,CVG,25,0.64
CID,ORD,92,0.32608695652173914
DAY,MSP,77,0.2857142857142857
SDF,MSP,54,0.6481481481481481
SFO,ONT,98,0.6326530612244898
SBA,DEN,48,0.1875
MSY,MSP,23,0.2608695652173913
TWF,SLC,97,0.5257731958762887
OGG,DEN,14,0.0
MCO,ORD,222,0.25225225225225223
IAH,MIA,181,0.49171270718232046
DFW,PBI,46,0.5869565217391305
CLE,LAS,96,0.6041666666666666
BWI,CLT,240,0.42083333333333334
SEA,BUR,73,0.2602739726027397
TUS,SEA,24,0.16666666666666666
DFW,BOS,180,0.43333333333333335
AUS,JFK,92,0.33695652173913043
CLT,LGA,336,0.4791666666666667
PBI,CLT,141,0.2553191489361702
TPA,GRR,20,0.25
IAH,HSV,61,0.39344262295081966
MEM,MIA,87,0.3218390804597701
CVG,SAN,10,0.8
MIA,GSO,48,0.375
DAY,DTW,69,0.2753623188405797
DTW,GSO,67,0.22388059701492538
ORD,BTV,60,0.5
MHT,ORD,2,0.0
SAV,IAD,51,0.2549019607843137
HNL,IAH,36,0.6111111111111112
MSY,HOU,217,0.6036866359447005
HOU,FLL,46,0.8695652173913043
HOU,BWI,71,0.7605633802816901
ONT,LAS,163,0.5460122699386503
BOS,SFO,179,0.5139664804469274
PHX,SAT,178,0.42134831460674155
MSY,LAX,113,0.36283185840707965
PHX,CLT,211,0.4028436018957346
ATL,PHF,235,0.425531914893617
DEN,RDU,28,0.8571428571428571
MSP,IND,118,0.4830508474576271
SLC,ORD,222,0.5405405405405406
BUF,BOS,55,0.38181818181818183
HSV,ATL,228,0.30701754385964913
EGE,EWR,13,0.5384615384615384
MSP,SNA,57,0.43859649122807015
CLE,DCA,55,0.2727272727272727
AVL,EWR,25,0.16
MSP,RSW,59,0.5423728813559322
BDL,EWR,20,0.15
GJT,DFW,50,0.42
SWF,DTW,77,0.4155844155844156
DTW,AVP,70,0.4857142857142857
XNA,ORD,217,0.37327188940092165
TYS,ORD,166,0.3192771084337349
ORD,BNA,176,0.3806818181818182
CID,DEN,38,0.42105263157894735
SFO,ACV,171,0.631578947368421
DEN,OAK,138,0.5144927536231884
STL,LAS,88,0.7727272727272727
CDV,ANC,22,0.18181818181818182
KTN,JNU,20,0.35
JFK,SAN,104,0.3076923076923077
BOS,PHL,465,0.3096774193548387
PHL,STL,51,0.8823529411764706
PIT,ORD,201,0.43283582089552236
DFW,DTW,171,0.40350877192982454
ATL,TUS,46,0.7391304347826086
SLC,DTW,99,0.3838383838383838
MCO,BTV,19,0.21052631578947367
FLL,LEX,9,0.5555555555555556
JAC,DFW,10,0.4
JFK,CVG,60,0.23333333333333334
MSP,CLE,170,0.3764705882352941
EGE,ORD,15,0.4
DFW,FAY,47,0.3829787234042553
LNK,MSP,24,0.25
DCA,JFK,233,0.21888412017167383
MQT,TVC,24,0.25
JFK,DCA,227,0.2687224669603524
SLC,BZN,113,0.504424778761062
LGA,CRW,20,0.3
SYR,IAD,65,0.4153846153846154
SMF,SEA,196,0.47959183673469385
MDW,LAS,231,0.8225108225108225
ISP,BWI,127,0.5826771653543307
OME,OTZ,26,0.5
OAK,LGB,94,0.3829787234042553
DFW,ABQ,207,0.3719806763285024
BWI,LAS,68,0.7647058823529411
TPA,SJU,23,0.21739130434782608
BOS,MIA,171,0.3742690058479532
RIC,DFW,71,0.2112676056338028
BLI,LAS,21,0.2857142857142857
SAT,ATL,247,0.2874493927125506
MDW,SJC,26,0.8461538461538461
MSP,MCO,140,0.6214285714285714
RSW,DCA,34,0.23529411764705882
ATL,MLB,115,0.40869565217391307
GPT,ATL,138,0.38405797101449274
MCO,GRR,27,0.2222222222222222
MSP,ABQ,37,0.43243243243243246
IAH,CRP,249,0.3453815261044177
LEX,DFW,71,0.4507042253521127
MRY,LAX,147,0.29931972789115646
MKE,OMA,74,0.5
DTW,DSM,58,0.46551724137931033
MMH,SFO,13,0.3076923076923077
DEN,HDN,79,0.46835443037974683
SEA,EWR,140,0.42857142857142855
SFO,RNO,134,0.6044776119402985
ISP,FLL,73,0.4931506849315068
ORD,ALB,81,0.41975308641975306
PHL,PBI,128,0.4375
FLL,IAD,72,0.625
TPA,CLT,229,0.24017467248908297
RSW,ORD,72,0.2361111111111111
HSV,BWI,47,0.2978723404255319
PVD,CLT,116,0.23275862068965517
SAN,OGG,25,0.36
ACY,ATL,47,0.23404255319148937
HDN,DFW,16,0.375
AVL,IAH,22,0.5454545454545454
CHS,LGA,30,0.13333333333333333
JAX,MEM,72,0.2638888888888889
RDU,DCA,170,0.15294117647058825
SLC,FCA,104,0.2980769230769231
HSV,DTW,32,0.21875
LAX,IPL,27,0.5555555555555556
JFK,IAH,29,0.41379310344827586
IAD,MHT,50,0.4
JFK,BUF,260,0.38461538461538464
CMH,BWI,117,0.6495726495726496
MAF,HOU,43,0.46511627906976744
ORD,AUS,137,0.5620437956204379
ABQ,ATL,58,0.3103448275862069
MIA,PHL,159,0.3018867924528302
GRR,MSP,83,0.39759036144578314
MSP,PIT,78,0.47435897435897434
IND,MIA,46,0.717391304347826
LEX,DTW,88,0.2840909090909091
BIL,SLC,118,0.1864406779661017
SAT,SLC,57,0.42105263157894735
SLC,SAT,63,0.6666666666666666
FLO,ATL,13,0.46153846153846156
GJT,DEN,168,0.2976190476190476
DEN,SAN,333,0.4864864864864865
TPA,BDL,57,0.49122807017543857
JFK,PBI,172,0.5348837209302325
BOI,SLC,237,0.3924050632911392
SLC,DEN,549,0.5100182149362478
LAS,PVD,27,0.7777777777777778
PHX,MKE,126,0.5
SEA,IAD,76,0.2894736842105263
PHX,BUR,283,0.4664310954063604
RDU,EWR,50,0.58
BWI,DFW,141,0.3971631205673759
SAT,ORD,89,0.34831460674157305
MCO,PSE,26,0.8076923076923077
MCO,CAK,34,0.14705882352941177
OAK,MCI,26,0.8846153846153846
AUS,LGB,28,0.5357142857142857
BWI,MSP,56,0.4107142857142857
ATL,HSV,224,0.36160714285714285
LEX,IAH,44,0.4318181818181818
SPS,DFW,40,0.225
DTW,FSD,24,0.5416666666666666
MEM,OMA,70,0.17142857142857143
PDX,EUG,96,0.5104166666666666
DEN,RKS,53,0.18867924528301888
OKC,DEN,173,0.4046242774566474
SEA,STL,51,0.6470588235294118
LAX,ELP,118,0.6271186440677966
BWI,MHT,172,0.7441860465116279
SDF,PHX,25,0.56
IND,DTW,160,0.2875
DFW,PHL,256,0.3984375
BWI,BNA,143,0.7272727272727273
AUS,SEA,22,0.5454545454545454
SJU,IAH,30,0.8
BWI,EWR,73,0.410958904109589
AEX,IAH,52,0.25
DFW,MAF,75,0.28
PHX,FLG,164,0.21341463414634146
TLH,MIA,65,0.24615384615384617
MEM,SGF,67,0.2835820895522388
ORD,LEX,108,0.4722222222222222
PNS,ORD,18,0.3888888888888889
BUR,SLC,75,0.38666666666666666
PSP,SLC,51,0.27450980392156865
CHS,ORD,76,0.3157894736842105
ORD,COS,111,0.5765765765765766
ORD,ASE,51,0.7843137254901961
LAX,COS,60,0.48333333333333334
BOS,LAX,168,0.42857142857142855
PHX,SAN,418,0.5502392344497608
DEN,MDW,291,0.5532646048109966
SAT,ELP,59,0.6949152542372882
TPA,BHM,53,0.5094339622641509
LAS,BNA,67,0.8955223880597015
RSW,DFW,75,0.13333333333333333
SLC,IAD,25,0.56
SLC,BNA,23,0.4782608695652174
IAD,SLC,23,0.6956521739130435
EWR,OKC,26,0.5384615384615384
LGA,TPA,96,0.3854166666666667
CAE,DFW,66,0.3181818181818182
BNA,MSP,78,0.4358974358974359
SAV,ORD,44,0.25
LAS,HNL,62,0.4838709677419355
BHM,BNA,48,0.7708333333333334
ROC,JFK,137,0.31386861313868614
SAT,HOU,116,0.646551724137931
ANC,PHX,37,0.32432432432432434
MIA,IAH,178,0.43258426966292135
DFW,TPA,173,0.4624277456647399
MCI,BNA,66,0.6515151515151515
PDX,BOI,42,0.8095238095238095
CMH,LAX,6,0.6666666666666666
ORD,SLC,219,0.6484018264840182
SAT,MSP,24,0.6666666666666666
IAH,DAL,148,0.39864864864864863
IAH,TYS,87,0.40229885057471265
DFW,BTR,194,0.32989690721649484
DFW,FWA,50,0.3
MEM,DEN,57,0.3157894736842105
IAH,JFK,20,0.05
ATL,IAD,343,0.35276967930029157
DEN,OGG,12,0.25
PHX,MSY,25,1.0
BWI,DTW,202,0.6188118811881188
DFW,MSP,198,0.3838383838383838
BDL,DFW,77,0.42857142857142855
DFW,MKE,165,0.26666666666666666
SAT,EWR,44,0.4772727272727273
IAH,MSP,143,0.4125874125874126
MSP,SJU,2,1.0
ISP,PBI,68,0.5294117647058824
MCO,BQN,27,0.7407407407407407
CLT,MEM,164,0.4329268292682927
CLT,SEA,55,0.509090909090909
MCO,BKG,3,0.0
SNA,MSP,51,0.3137254901960784
DTW,MSY,37,0.1891891891891892
MSP,MLI,9,0.2222222222222222
SFO,BZN,13,0.6923076923076923
DEN,IDA,69,0.4057971014492754
SFO,SAN,373,0.546916890080429
FLL,PHX,72,0.4583333333333333
MDW,OAK,90,0.8666666666666667
LAX,AUS,114,0.4473684210526316
OMA,DEN,193,0.30569948186528495
LGA,MDW,124,0.7016129032258065
BNA,MCO,103,0.7087378640776699
SEA,OAK,260,0.5153846153846153
SMF,SNA,131,0.6793893129770993
